Fraudolent,SMS test,ID,Date and Time
0,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",KI9672U,2016-08-25
0,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,NXRPQ3R,2017-03-10
0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",9B0M7O0,2016-06-11
0,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,L6JTMCI,2016-07-29
0,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,RWY2272,2017-12-17
1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,WRORLI6,2016-12-11
0,"They can try! They can get lost, in fact. Tee hee",OTXKZ3B,2018-08-15
0,Stupid.its not possible,EIREA1D,2018-04-10
0,"How long before you get reply, just defer admission til next semester",54MRMMJ,2016-05-04
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,UZUG8CE,2017-10-24
0,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",TX56W54,2018-04-19
1,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,D1DU8C4,2017-04-03
0,How come u got nothing to do?,V2HVZ3K,2018-06-17
0,Huh so early.. Then ü having dinner outside izzit?,G5CTKKA,2016-08-10
0,Goodmorning sleeping ga.,PYVRIGB,2017-02-25
0,"Alright, we're all set here, text the man",21PFH6Y,2018-06-24
1,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,F97TJIV,2018-07-31
0,"We're all getting worried over here, derek and taylor have already assumed the worst",97V8ZWH,2018-05-11
0,Please dont say like that. Hi hi hi,VD4H7JW,2018-07-16
1,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max,I67C1XU,2017-03-19
0,I had askd u a question some hours before. Its answer,YYL6DPA,2018-02-24
0,New car and house for my parents.:)i have only new job in hand:),UAKYB2G,2016-10-08
0,I havent add ü yet right..,E40CLT6,2016-03-10
0,What happen dear. Why you silent. I am tensed,A7F75J1,2017-11-07
0,"By the way, 'rencontre' is to meet again. Mountains dont....",XQBRDJU,2016-11-30
0,What u talking bout early morning? It's almost noon where your at!,BBBBL1E,2016-12-29
0,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,CEVTANS,2018-03-15
0,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,PCMJTN6,2017-05-28
0,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,806X92J,2016-10-24
0,So what about you. What do you remember,LH5UMKF,2016-06-06
0,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,RM29GUZ,2018-08-04
1,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,0D6CQHS,2018-02-22
0,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,LDQ8SGY,2017-05-27
0,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",PRICQRB,2017-07-29
0,Leave it. U will always be ignorant.,8TW9EDC,2016-03-01
1,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,HJDO6IA,2016-06-19
0,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,WZ2DXQM,2017-07-28
0,Yup... I havent been there before... You want to go for the yoga? I can call up to book,I3YYQU0,2016-09-23
0,"It could work, we'll reach a consensus at the next meeting",3DE55E1,2017-07-22
0,Not yet chikku..wat abt u?,X5LE30Y,2018-01-05
0,Lol for real. She told my dad I have cancer,H5VQGCE,2018-06-30
0,I had askd u a question some hours before. Its answer,5A9YX0Q,2017-01-11
0,I am in tirupur.  call you da.,9VRYONH,2018-06-20
0,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",4DH74HJ,2018-08-24
0,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",SCZUAYL,2016-09-14
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",PUBG516,2018-07-22
0,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",O4KPPY2,2017-03-03
1,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,EO8VAHD,2018-04-08
0,Ok.ok ok..then..whats ur todays plan,CZHH4MU,2017-11-11
0,"Probably, want to pick up more?",XXGTFLB,2017-01-04
0,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",9OW1LX1,2018-05-25
0,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,JIKEDNJ,2016-04-12
0,I though we shd go out n have some fun so bar in town or something – sound ok?,VWQJU86,2017-01-17
0,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,RD1MMAE,2018-01-30
0,When u wana see it then,HBE72CM,2017-07-06
0,Then any special there?,Q4XO09C,2017-01-03
1,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,XCHQ0QC,2016-11-25
1,FreeMsg>FAV XMAS TONES!Reply REAL,XRP2W8F,2016-04-12
0,"Awesome, text me when you're restocked",B1OMDWI,2017-03-07
0,I love working from home :),C8LFP5B,2017-03-13
0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,L33DJ5T,2018-08-31
0,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,FX0BYSW,2016-09-12
0,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,UGOJU19,2017-09-08
0,I love your ass! Do you enjoy doggy style? :),KTYMXRK,2018-05-01
0,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",IMR914X,2017-01-09
0,"Haha awesome, omw back now then",EGNYAP8,2018-09-11
0,Tell me something. Thats okay.,VSXHZ23,2018-06-21
0,I'm done...,YEIQEFL,2016-09-28
0,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,IUQ7IZP,2017-09-09
1,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,K792OFP,2018-08-01
0,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",2RBAKC6,2018-01-22
0,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june.",7ZJDMAT,2016-05-11
0,Good Morning my Dear........... Have a great &amp; successful day.,KEHK79U,2018-05-08
0,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,3BTUWF3,2017-04-01
0,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",QZS3FJ1,2018-01-23
1,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,Y51KH0R,2017-01-03
0,Ok. How many should i buy.,FX2WHKS,2017-05-27
0,Send me your resume:-),XST9KJQ,2018-08-18
0,Hhahhaahahah rofl wtf nig was leonardo in your room or something,V6CXHCD,2018-06-10
0,Orh i tot u say she now still dun believe.,IOED0UA,2016-04-16
0,My uncles in Atlanta. Wish you guys a great semester.,2HR6HB8,2018-05-13
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,SNMDPVC,2016-05-15
0,Jus finish bathing...,1SNE3SZ,2018-04-10
0,"Its ok chikku, and its my 1 of favourite song..:-)",UG33244,2016-08-25
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",ZAMTI7X,2017-11-06
0,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",RIV6UYG,2016-06-20
0,"I can. But it will tell quite long, cos i haven't finish my film yet...",SPWP1QH,2016-07-16
0,"Ya ok, then had dinner?",4ZPYU0H,2018-06-01
0,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,JW669UM,2016-03-27
0,* Will be september by then!,GZGXC01,2016-05-19
0,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,LRT3H4Q,2016-07-16
0,Nope watching tv at home... Not going out. V bored...,02SYL6V,2017-05-08
0,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place",PJ4Z5VU,2016-11-29
0,Yeah jay's sort of a fucking retard,C7TNJZ6,2016-12-24
1,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",KRC4M3G,2016-12-31
0,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),UZI05NS,2018-09-11
0,Oh yeah I forgot. U can only take 2 out shopping at once.,ZZ9U5JM,2017-10-16
1,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",1395W9T,2016-06-20
0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,OI07K1T,2017-07-04
0,Company is very good.environment is terrific and food is really nice:),1MK694O,2017-03-06
0,Whens your radio show?,JNZAMEZ,2017-09-12
0,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",8IZQH90,2016-12-28
0,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),QDGIXMQ,2017-07-25
0,Yep get with the program. You're slacking.,TAOLP98,2016-07-07
0,Happy birthday to you....dear.with lots of love.rakhesh NRI,B60BBQ7,2018-02-24
0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",TL6ZAOQ,2017-07-01
0,Wish i were with you now!,NMCNFDR,2018-08-03
0,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",KAYGGGC,2016-05-31
0,"Hm good morning, headache anyone? :-)",1V1WM8P,2017-05-31
0,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",HFCZ58Z,2018-07-06
0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,33F6UW5,2016-05-09
0,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,SYSNTST,2016-04-22
0,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",DOIJD62,2017-06-04
1,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,0LFLNNN,2018-08-12
0,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,Q3AEJEY,2017-12-04
0,"Sorry, I'll call later",RIL9464,2018-01-21
0,So gd got free ice cream... I oso wan...,2TTIEMX,2016-04-06
0,R u sure they'll understand that! Wine * good idea just had a slurp!,1ZEYHLB,2017-04-28
0,Here got lots of hair dresser fr china.,RL0K83I,2018-07-04
0,She told to hr that he want posting in chennai:)because i'm working here:),NT68VOX,2016-12-30
0,Yes..gauti and sehwag out of odi series.,P57OEKG,2017-01-23
0,Where to get those?,J3OHYRM,2017-09-27
0,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",HXOIK45,2016-12-23
0,i want to grasp your pretty booty :),AKQ3MGI,2016-08-03
0,Now get step 2 outta the way. Congrats again.,G3U01WU,2018-04-18
0,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,QNHO2F2,2016-02-19
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",NI09RMH,2017-04-18
0,Ok i vl..do u know i got adsense approved..,5G9TUQC,2016-12-06
0,"Yep, by the pretty sculpture",T78SAPW,2018-01-12
0,Er mw im filled tuth is aight,FCWTKNJ,2016-04-07
0,"That means you got an A in epi, she.s fine. She.s here now.",YJ43F4F,2016-03-29
0,No let me do the math. Your not good at it.,RLMX5ME,2017-06-27
0,Thinking of u ;) x,WFSV2UV,2016-06-04
0,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",HEJ3LP7,2016-10-06
0,Aight do you still want to get money,CYQBE3Q,2016-09-29
0,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,CFTMW9S,2016-12-06
0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,BAU19F1,2018-07-23
0,"Haha awesome, be there in a minute",2DLLE6H,2018-05-09
0,"Its ok, if anybody asks abt me, u tel them..:-P",FIVNT7X,2017-06-09
0,How are you. Wish you a great semester,YZMCECW,2016-05-06
0,will you like to be spoiled? :),KLFY7DU,2016-12-18
0,Ooooooh I forgot to tell u I can get on yoville on my phone,YN8U9YP,2016-04-28
0,"aight we can pick some up, you open before tonight?",SKG79DH,2017-09-01
1,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",G9FU2NE,2016-04-06
0,That's one of the issues but california is okay. No snow so its manageable,CA1LATS,2017-08-10
1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",7JEA0AX,2018-08-19
0,U can call now...,FBGZMP5,2016-07-10
0,Would really appreciate if you call me. Just need someone to talk to.,CYH6FQQ,2017-09-30
0,Lemme know when you're here,QAVFUGQ,2016-07-30
1,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",QSZCHJY,2016-04-12
1,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,M10UUM5,2016-09-08
0,How r ü going to send it to me?,BG01MVW,2017-09-01
0,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,FMVX0L3,2018-05-15
0,cool. We will have fun practicing making babies!,8M3YC3O,2018-07-10
0,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",VWR9UO8,2018-08-27
0,"Aight, you close by or still down around alex's place?",KAL36AQ,2016-04-28
0,Good morning princess! How are you?,GNTWWEY,2017-09-09
0,Watching ajith film ah?,ZEE86MH,2018-01-05
0,I have no idea where you are,7M8YLWQ,2017-10-14
1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,NB4TG4M,2017-04-20
0,"That's what I love to hear :V see you sundayish, then",2SX0MIY,2018-03-02
1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",0A8NL9Y,2016-12-31
0,"No my blankets are sufficient, thx",VDCPXD3,2016-03-18
1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,E5X57Q9,2017-03-07
0,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",BZK3MGP,2017-12-31
0,Wait . I will msg after  &lt;#&gt;  min.,57BYPR4,2017-02-11
0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,VI2LYNX,2017-08-05
0,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",5BQLP62,2017-07-09
0,R ü comin back for dinner?,IWGMPKP,2016-02-29
0,Me too baby! I promise to treat you well! I bet you will take good care of me...,TPQ76JJ,2017-01-14
1,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,KCYNWGK,2017-01-26
0,Company is very good.environment is terrific and food is really nice:),69WLTAX,2018-08-21
0,Jay is snickering and tells me that x is totally fucking up the chords as we speak,FIO36BG,2016-11-18
0,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",N6K1NWI,2018-05-27
0,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,LAYDGAG,2017-10-19
0,What should i eat fo lunch senor,YM5SH9K,2016-08-04
0,These won't do. Have to move on to morphine,YHTVM2B,2017-01-05
0,Jus came back fr lunch wif my sis only. U leh?,Z21CG46,2017-06-27
0,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,6E52TJL,2016-07-11
0,", how's things? Just a quick question.",8TD8LL0,2016-08-23
0,Send me yetty's number pls.,P6GLAWM,2016-04-20
0,Ok. I only ask abt e movie. U wan ktv oso?,H7P5742,2018-08-01
0,WOT U UP 2 J?,WQYTOK5,2018-08-02
0,No need lar i go engin? Cos my sis at arts today...,IBG2AZJ,2018-06-09
0,2 and half years i missed your friendship:-),MEX4ZO9,2018-02-03
0,Total video converter free download type this in google search:),D7D056L,2016-05-16
0,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,L9888W7,2018-09-05
0,I wont get concentration dear you know you are my mind and everything :-),K3I61W9,2017-10-23
0,"Oh yes, why is it like torture watching england?",U20K2PD,2016-03-14
0,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,LWQE26N,2018-09-09
0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",9AGTXF7,2016-04-26
0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",510I2ZP,2017-01-15
0,Ha ha cool cool chikku chikku:-):-DB-),G6DTD7V,2017-12-24
0,PS U no ur a grown up now right?,XKA4AHJ,2017-05-31
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",5GT3F8K,2018-03-22
0,Merry christmas to u too annie!,4HLNXN4,2017-11-20
0,Oh god i am happy to see your message after 3 days,NSG2V1U,2017-04-21
1,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",EDGW9ZL,2016-05-22
0,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",ECGWVM7,2017-07-01
0,Nope. Meanwhile she talk say make i greet you.,BZS3NDS,2016-05-28
0,So ü pay first lar... Then when is da stock comin...,ATPJA95,2018-03-28
0,Cos daddy arranging time c wat time fetch ü mah...,KFSVSZE,2017-04-03
1,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",5TGEEB1,2017-04-18
0,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,VG4FZID,2017-05-21
0,I wish u were here. I feel so alone,NMRW7TR,2016-05-24
0,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ASUZXVV,2017-12-07
0,Have your lunch and come quickly and open the door:),62YGFTQ,2017-10-18
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",P3BRI32,2016-10-31
0,Is there coming friday is leave for pongal?do you get any news from your work place.,KP7QY14,2016-03-31
0,Ok lor.,9OTS3H6,2018-04-11
0,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,X0E8QDC,2017-11-18
0,Once free call me sir. I am waiting for you.,KUMIZNR,2017-12-14
0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,TIV36KM,2018-02-08
1,For sale - arsenal dartboard. Good condition but no doubles or trebles!,HNNR375,2017-02-10
0,Ugh my leg hurts. Musta overdid it on mon.,EWNONDZ,2016-06-24
0,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",EFN1QDN,2018-08-19
0,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,XPFEUSE,2018-04-27
0,Great. Never been better. Each day gives even more reasons to thank God,4AL0WTY,2016-08-23
0,Home so we can always chat,FK9FTLF,2018-03-15
0,"Aight, see you in a bit",875LMV7,2018-03-30
0,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",NUNS459,2018-09-09
0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",YASV8K5,2017-02-10
1,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,STFA8OJ,2016-02-29
0,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",EUFZTL4,2016-07-07
0,Yes:)here tv is always available in work place..,XNTK8II,2016-05-18
1,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,FQV7F75,2018-01-17
0,Gud mrng dear have a nice day,4FO73TJ,2017-10-31
0,Wanna do some art?! :D,OMKAC0L,2017-06-15
1,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",CNKAF3U,2016-03-14
1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,Q7QOWVF,2016-02-25
0,Whom you waited for yesterday,8E3OIDA,2016-08-28
0,Then mum's repent how?,IJ2AQQ8,2018-02-24
0,What about this one then.,ICAF4OK,2017-04-24
0,"Velly good, yes please!",A1JH99M,2017-01-24
0,Well she's in for a big surprise!,5BC6F4N,2016-12-23
0,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,4V4HLWS,2018-08-01
0,He dint tell anything. He is angry on me that why you told to abi.,8I1WR5H,2016-09-02
0,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,J3YDLZO,2017-07-15
1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,90ZJR3Z,2018-04-06
0,"What i mean was i left too early to check, cos i'm working a 9-6.",XNL297Z,2016-08-24
0,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,NXEP684,2017-06-29
0,Package all your programs well,W0RO9WF,2017-03-03
1,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",CBUW5WQ,2018-04-05
0,"Sorry, I'll call later",98AF37L,2016-11-22
0,I.ll hand her my phone to chat wit u,NXBOZIC,2016-03-11
0,I sent lanre fakeye's Eckankar details to the mail box,M5K7Z1U,2017-06-17
1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",05PEPG8,2017-08-30
0,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,40FBUHM,2018-07-29
0,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,BNH59WF,2018-03-04
0,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,7NO9RFV,2017-07-09
0,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,8YQLHKZ,2016-07-02
0,ILL B DOWN SOON,GSB2DKY,2017-04-10
0,Nice.nice.how is it working?,V6F2KER,2016-05-16
0,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.,300RIMV,2017-06-16
0,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO",1BR0822,2017-09-29
0,"K, if u bored up just come to my home..",6HDDMDM,2018-01-09
0,You got job in wipro:)you will get every thing in life in 2 or 3 years.,7R4CF1Q,2017-09-06
1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",Z5I4BIE,2017-08-26
1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,S5ATOKL,2018-04-02
0,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,VFKZXDJ,2018-04-14
0,I cant pick the phone right now. Pls send a message,X0M8T9L,2017-03-18
0,In which place do you want da.,4XRR1IW,2016-12-26
0,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",ZG948W7,2017-08-01
0,But that's on ebay it might be less elsewhere.,CYX100Q,2017-12-27
0,Shall i come to get pickle,NQB005U,2017-03-03
0,Will you be here for food,FNYOY03,2016-09-24
0,Hey i've booked the pilates and yoga lesson already... Haha,V51FIZL,2017-12-21
0,So that takes away some money worries,7IOBZ6D,2018-08-16
0,Neshanth..tel me who r u?,DCD345Y,2018-08-02
1,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",Y55DTIQ,2016-08-29
0,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,X6YX31X,2017-07-12
0,That means get the door,PF1ZDMF,2016-11-26
0,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",KVPHEQE,2017-07-29
0,"Yeah, probably earlier than that",59H4IM8,2016-12-29
0,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",SQ0TI5O,2017-12-06
0,Ok.. Ü finishing soon?,OU0GQAA,2018-09-04
